FileName,Labels
grieg_voeglein_format0.mid,format0;grieg;piano;classical;test;voeglein
schuim-4_format0.mid,format0;4;piano;schuim;test;classical
chpn_op10_e12_format0.mid,format0;e12;op10;chpn;piano;test;classical
grieg_walzer_format0.mid,format0;grieg;piano;walzer;test;classical
chpn-p21_format0.mid,format0;chpn;piano;p21;test;classical
scn16_7_format0.mid,7;format0;scn16;piano;test;classical
liz_et_trans8_format0.mid,format0;trans8;piano;et;liz;test;classical
chpn-p1_format0.mid,p1;format0;chpn;piano;test;classical
scn15_12_format0.mid,format0;piano;scn15;12;test;classical
alb_esp1_format0.mid,format0;alb;piano;esp1;test;classical
mz_330_1_format0.mid,format0;330;piano;mz;1;test;classical
mz_570_1_format0.mid,570;format0;piano;mz;1;test;classical
alb_esp4_format0.mid,format0;alb;esp4;piano;test;classical
muss_2_format0.mid,format0;muss;piano;2;test;classical
deb_pass_format0.mid,format0;deb;piano;pass;test;classical
waldstein_1_format0.mid,format0;waldstein;piano;1;test;classical
scn15_7_format0.mid,7;format0;piano;scn15;test;classical
bor_ps6_format0.mid,format0;piano;bor;ps6;test;classical
mz_330_3_format0.mid,3;format0;330;piano;mz;test;classical
br_rhap_format0.mid,format0;br;rhap;piano;test;classical
beethoven_opus10_3_format0.mid,3;format0;beethoven;piano;test;classical;opus10
god_alb_esp2_format0.mid,god;format0;alb;piano;test;classical;esp2
mz_545_2_format0.mid,545;format0;piano;mz;2;test;classical
liz_et_trans4_format0.mid,format0;trans4;piano;et;liz;test;classical
waldstein_3_format0.mid,3;format0;waldstein;piano;test;classical
mond_1_format0.mid,format0;piano;mond;1;test;classical
ty_mai_format0.mid,format0;ty;piano;mai;test;classical
hay_40_2_format0.mid,format0;hay;piano;2;40;test;classical
chpn-p6_format0.mid,format0;p6;chpn;piano;test;classical
liz_et4_format0.mid,format0;piano;liz;test;classical;et4
grieg_butterfly_format0.mid,format0;butterfly;grieg;piano;test;classical
ty_oktober_format0.mid,format0;ty;piano;oktober;test;classical
appass_2_format0.mid,format0;piano;2;appass;test;classical
schubert_D850_2_format0.mid,format0;piano;2;schubert;d850;test;classical
muss_5_format0.mid,5;format0;muss;piano;test;classical
schubert_D850_1_format0.mid,format0;piano;schubert;1;d850;test;classical
scn15_1_format0.mid,format0;piano;scn15;1;test;classical
chpn-p22_format0.mid,format0;p22;chpn;piano;test;classical
ty_juni_format0.mid,format0;juni;ty;piano;test;classical
scn15_2_format0.mid,format0;piano;scn15;2;test;classical
liz_rhap09_format0.mid,format0;piano;liz;rhap09;test;classical
beethoven_opus22_4_format0.mid,format0;beethoven;opus22;piano;4;test;classical
chpn-p2_format0.mid,format0;chpn;p2;piano;test;classical
hay_40_1_format0.mid,format0;hay;piano;40;1;test;classical
mz_332_3_format0.mid,332;format0;3;piano;mz;test;classical
chpn_op25_e11_format0.mid,format0;chpn;op25;piano;e11;test;classical
grieg_wanderer_format0.mid,format0;wanderer;grieg;piano;test;classical
burg_perlen_format0.mid,format0;burg;piano;perlen;test;classical
muss_1_format0.mid,format0;muss;piano;1;test;classical
gra_esp_2_format0.mid,format0;gra;piano;2;esp;test;classical
chpn-p10_format0.mid,p10;format0;chpn;piano;test;classical
appass_3_format0.mid,3;format0;piano;appass;test;classical
chpn-p11_format0.mid,format0;chpn;piano;p11;test;classical
god_chpn_op10_e01_format0.mid,god;format0;op10;chpn;piano;test;classical;e01
gra_esp_4_format0.mid,format0;gra;piano;4;esp;test;classical
ty_september_format0.mid,format0;september;ty;piano;test;classical
schum_abegg_format0.mid,schum;format0;piano;abegg;test;classical
ty_november_format0.mid,format0;ty;piano;november;test;classical
bk_xmas2_format0.mid,format0;xmas2;piano;bk;test;classical
chpn_op35_1_format0.mid,format0;op35;chpn;piano;1;test;classical
chpn_op27_1_format0.mid,format0;chpn;piano;1;test;classical;op27
chp_op18_format0.mid,format0;op18;piano;chp;test;classical
beethoven_hammerklavier_4_format0.mid,format0;beethoven;4;piano;test;classical;hammerklavier
bach_846_format0.mid,format0;bach;846;piano;test;classical
chpn_op66_format0.mid,format0;op66;chpn;piano;test;classical
bor_ps3_format0.mid,format0;ps3;piano;bor;test;classical
alb_esp5_format0.mid,format0;alb;esp5;piano;test;classical
ty_april_format0.mid,format0;ty;piano;april;test;classical
pathetique_1_format0.mid,pathetique;format0;piano;1;test;classical
mz_330_2_format0.mid,format0;330;piano;mz;2;test;classical
scn15_13_format0.mid,format0;piano;scn15;13;test;classical
bor_ps5_format0.mid,format0;piano;ps5;bor;test;classical
bach_847_format0.mid,format0;bach;847;piano;test;classical
scn16_2_format0.mid,format0;scn16;piano;2;test;classical
mendel_op30_1_format0.mid,format0;piano;mendel;op30;1;test;classical
chpn-p20_format0.mid,format0;chpn;piano;p20;test;classical
beethoven_hammerklavier_2_format0.mid,format0;beethoven;piano;2;test;classical;hammerklavier
chpn_op33_2_format0.mid,format0;chpn;piano;2;op33;test;classical
mz_570_3_format0.mid,3;format0;570;piano;mz;test;classical
chpn-p17_format0.mid,p17;format0;chpn;piano;test;classical
mz_545_1_format0.mid,545;format0;piano;mz;1;test;classical
mendel_op62_3_format0.mid,3;format0;op62;piano;mendel;test;classical
liz_donjuan_format0.mid,format0;donjuan;piano;liz;test;classical
chpn_op23_format0.mid,format0;chpn;piano;test;classical;op23
schuim-3_format0.mid,3;format0;piano;schuim;test;classical
mendel_op53_5_format0.mid,5;format0;piano;mendel;op53;test;classical
liz_et1_format0.mid,format0;piano;et1;liz;test;classical
scn68_10_format0.mid,format0;piano;scn68;10;test;classical
schumm-6_format0.mid,format0;schumm;piano;6;test;classical
chpn-p16_format0.mid,p16;format0;chpn;piano;test;classical
schumm-5_format0.mid,5;format0;schumm;piano;test;classical
schubert_D935_1_format0.mid,d935;format0;piano;schubert;1;test;classical
schub_d760_2_format0.mid,format0;d760;piano;2;schub;test;classical
brahms_opus1_2_format0.mid,format0;piano;2;brahms;opus1;test;classical
beethoven_opus10_2_format0.mid,format0;beethoven;piano;2;test;classical;opus10
scn16_3_format0.mid,3;format0;scn16;piano;test;classical
schumm-4_format0.mid,format0;schumm;piano;4;test;classical
beethoven_opus22_2_format0.mid,format0;beethoven;opus22;piano;2;test;classical
appass_1_format0.mid,format0;piano;1;appass;test;classical
alb_esp2_format0.mid,format0;alb;piano;test;classical;esp2
mz_311_2_format0.mid,format0;piano;mz;2;311;test;classical
schu_143_1_format0.mid,format0;143;piano;1;schu;test;classical
liz_rhap15_format0.mid,format0;piano;rhap15;liz;test;classical
chpn_op33_4_format.mid,format0;chpn;piano;4;op33;format;test;classical
chpn-p11-format0.mid,format0;chpn;piano;p11;test;classical
alb_se1_format0.mid,format0;alb;piano;se1;test;classical
chpn-p14_format0.mid,format0;chpn;piano;p14;test;classical
grieg_zwerge_format0.mid,zwerge;format0;grieg;piano;test;classical
liz_rhap12_format0.mid,format0;piano;rhap12;liz;test;classical
mendel_op62_4_format0.mid,format0;op62;piano;4;mendel;test;classical
muss_3_format0.mid,3;format0;muss;piano;test;classical
br_im2_format0.mid,format0;br;piano;test;classical;im2
scn16_1_format0.mid,format0;scn16;piano;1;test;classical
schub_d760_3_format0.mid,3;format0;d760;piano;schub;test;classical
scn15_5_format0.mid,5;format0;piano;scn15;test;classical
muss_7_format0.mid,7;format0;muss;piano;test;classical
deb_menu_format0.mid,format0;deb;piano;menu;test;classical
schub_d960_4_format0.mid,format0;piano;4;schub;d960;test;classical
chpn_op25_e1_format0.mid,format0;chpn;op25;piano;e1;test;classical
chpn_op25_e2_format0.mid,format0;chpn;op25;piano;e2;test;classical
schub_d960_3_format0.mid,3;format0;piano;schub;d960;test;classical
alb_se8_format0.mid,format0;alb;se8;piano;test;classical
ty_august_format0.mid,format0;ty;piano;august;test;classical
grieg_kobold_format0.mid,format0;grieg;piano;kobold;test;classical
deb_prel_format0.mid,prel;format0;deb;piano;test;classical
mond_3_format0.mid,3;format0;piano;mond;test;classical
liz_et2_format0.mid,et2;format0;piano;liz;test;classical
ty_februar_format0.mid,format0;februar;ty;piano;test;classical
scn15_6_format0.mid,format0;piano;scn15;6;test;classical
chpn-p19_format0.mid,format0;chpn;piano;p19;test;classical
scn68_12_format0.mid,format0;piano;scn68;12;test;classical
schuim-2_format0.mid,format0;piano;schuim;2;test;classical
chpn-p5_format0.mid,format0;chpn;piano;p5;test;classical
beethoven_hammerklavier_3_format0.mid,3;format0;beethoven;piano;test;classical;hammerklavier
bor_ps4_format0.mid,format0;ps4;piano;bor;test;classical
chpn-e12_format0.mid,format0;e12;chpn;piano;test;classical
brahms_opus1_4_format0.mid,format0;piano;4;brahms;opus1;test;classical
chpn_op10_e05_format0.mid,format0;op10;chpn;piano;e05;test;classical
mz_333_1_format0.mid,333;format0;piano;mz;1;test;classical
ty_juli_format0.mid,format0;juli;ty;piano;test;classical
scn15_11_format0.mid,format0;piano;scn15;11;test;classical
schub_d960_2_format0.mid,format0;piano;2;schub;d960;test;classical
mz_333_2_format0.mid,format0;333;piano;mz;2;test;classical
chpn-e01_format0.mid,format0;chpn;piano;test;classical;e01
ty_januar_format0.mid,format0;ty;piano;test;classical;januar
chpn_op7_2_format0.mid,op7;format0;chpn;piano;2;test;classical
alb_esp6_format0.mid,format0;alb;piano;test;classical;esp6
schub_d760_4_format0.mid,format0;d760;piano;4;schub;test;classical
mz_311_3_format0.mid,3;format0;piano;mz;311;test;classical
beethoven_les_adieux_1_format0.mid,format0;beethoven;piano;adieux;les;1;test;classical
islamei_format0.mid,format0;piano;classical;test;islamei
liz_et_trans5_format0.mid,trans5;format0;piano;et;liz;test;classical
haydn_35_3_format0.mid,3;format0;haydn;35;piano;test;classical
burg_gewitter_format0.mid,format0;burg;piano;gewitter;test;classical
scn16_5_format0.mid,5;format0;scn16;piano;test;classical
mz_333_3_format0.mid,3;format0;333;piano;mz;test;classical
chpn-p9_format0.mid,p9;format0;chpn;piano;test;classical
bach_850_format0.mid,format0;bach;piano;test;classical;850
liz_liebestraum_format0.mid,format0;liebestraum;piano;liz;test;classical
liz_rhap02_format0.mid,format0;piano;liz;test;classical;rhap02
bor_ps1_format0.mid,format0;piano;ps1;bor;test;classical
beethoven_opus22_3_format0.mid,3;format0;beethoven;opus22;piano;test;classical
haydn_35_2_format0.mid,format0;haydn;35;piano;2;test;classical
elise_format0.mid,format0;elise;piano;test;classical
schubert_D850_3_format0.mid,3;format0;piano;schubert;d850;test;classical
beethoven_opus22_1_format0.mid,format0;beethoven;opus22;piano;1;test;classical
haydn_35_1_format0.mid,format0;haydn;35;piano;1;test;classical
mos_op36_6_format0.mid,mos;format0;piano;6;op36;test;classical
scn15_4_format0.mid,format0;4;piano;scn15;test;classical
chpn-p3_format0.mid,format0;chpn;piano;p3;test;classical
deb_clai_format0.mid,format0;deb;piano;clai;test;classical
liz_rhap10_format0.mid,format0;piano;rhap10;liz;test;classical
mz_332_1_format0.mid,332;format0;piano;mz;1;test;classical
muss_8_format0.mid,format0;muss;piano;8;test;classical
chpn_op10_e01_format0.mid,format0;op10;chpn;piano;test;classical;e01
schubert_D850_4_format0.mid,format0;piano;4;schubert;d850;test;classical
scn15_10_format0.mid,format0;piano;scn15;10;test;classical
schu_143_3_format0.mid,3;format0;143;piano;schu;test;classical
liz_et5_format0.mid,format0;et5;piano;liz;test;classical
chpn-p7_format0.mid,p7;format0;chpn;piano;test;classical
mz_331_1_format0.mid,format0;piano;mz;331;1;test;classical
chpn-p15_format0.mid,format0;chpn;p15;piano;test;classical
schumm-2_format0.mid,format0;schumm;piano;2;test;classical
scn16_6_format0.mid,format0;scn16;piano;6;test;classical
chpn_op35_3_format0.mid,3;format0;op35;chpn;piano;test;classical
chpn-p4_format0.mid,format0;chpn;piano;p4;test;classical
waldstein_2_format0.mid,format0;waldstein;piano;2;test;classical
pathetique_2_format0.mid,pathetique;format0;piano;2;test;classical
mz_570_2_format0.mid,format0;570;piano;mz;2;test;classical
chp_op31_format0.mid,format0;piano;op31;chp;test;classical
alb_se3_format0.mid,format0;alb;piano;classical;test;se3
chpn_op35_2_format0.mid,format0;op35;chpn;piano;2;test;classical
bor_ps7_format0.mid,format0;piano;bor;test;classical;ps7
br_im5_format0.mid,format0;im5;br;piano;test;classical
schu_143_2_format0.mid,format0;143;piano;2;schu;test;classical
gra_esp_3_format0.mid,3;format0;gra;piano;esp;test;classical
scn15_3_format0.mid,3;format0;piano;scn15;test;classical
chpn-p23_format0.mid,format0;chpn;piano;test;classical;p23
beethoven_hammerklavier_1_format0.mid,format0;beethoven;piano;1;test;classical;hammerklavier
schubert_D935_4_format0.mid,d935;format0;piano;4;schubert;test;classical
chpn_op7_1_format0.mid,op7;format0;chpn;piano;1;test;classical
mz_545_3_format0.mid,545;3;format0;piano;mz;test;classical
scn15_8_format0.mid,format0;piano;scn15;8;test;classical
brahms_opus117_1_format0.mid,format0;piano;opus117;brahms;1;test;classical
mz_311_1_format0.mid,format0;piano;mz;1;311;test;classical
chpn_op35_4_format0.mid,format0;op35;chpn;piano;4;test;classical
bor_ps2_format0.mid,format0;ps2;piano;bor;test;classical
alb_se5_format0.mid,format0;alb;piano;se5;test;classical
mz_331_2_format0.mid,format0;piano;mz;331;2;test;classical
mendel_op62_5_format0.mid,5;format0;op62;piano;mendel;test;classical
chpn-p18_format0.mid,format0;chpn;piano;p18;test;classical
pathetique_3_format0.mid,pathetique;format0;3;piano;test;classical
chpn_op33_4_format0.mid,format0;chpn;piano;4;op33;test;classical
alb_se6_format0.mid,format0;se6;alb;piano;test;classical
grieg_elfentanz_format0.mid,format0;grieg;piano;elfentanz;test;classical
schubert_D935_2_format0.mid,d935;format0;piano;2;schubert;test;classical
chpn_op27_2_format0.mid,format0;chpn;piano;2;test;classical;op27
mz_331_3_format0.mid,3;format0;piano;mz;331;test;classical
schumm-1_format0.mid,format0;schumm;piano;1;test;classical
grieg_waechter_format0.mid,format0;grieg;piano;waechter;test;classical
liz_et3_format0.mid,format0;piano;et3;liz;test;classical
chpn-p13_format0.mid,format0;p13;chpn;piano;test;classical
mz_332_2_format0.mid,332;format0;piano;mz;2;test;classical
burg_quelle_format0.mid,format0;burg;piano;test;classical;quelle
mond_2_format0.mid,format0;piano;2;mond;test;classical
chpn_op53_format0.mid,format0;chpn;piano;op53;test;classical
beethoven_opus10_1_format0.mid,format0;beethoven;piano;1;test;classical;opus10
beethoven_les_adieux_3_format0.mid,3;format0;beethoven;piano;adieux;les;test;classical
alb_se2_format0.mid,format0;se2;alb;piano;test;classical
br_im6_format0.mid,format0;br;im6;piano;test;classical
schubert_D935_3_format0.mid,d935;3;format0;piano;schubert;test;classical
schuim-1_format0.mid,format0;piano;schuim;1;test;classical
bk_xmas4_format0.mid,format0;xmas4;piano;bk;test;classical
schub_d960_1_format0.mid,format0;piano;schub;1;d960;test;classical
alb_se4_format0.mid,format0;alb;piano;se4;test;classical
chpn-p8_format0.mid,format0;chpn;piano;test;classical;p8
muss_4.mid,muss;mussorgsky;piano;4;test;classical
muss_6_format0.mid,format0;muss;mussorgsky;piano;6;test;classical
muss_4_format0.mid,format0;muss;mussorgsky;piano;4;test;classical
muss_2_format0.mid,format0;muss;mussorgsky;piano;2;test;classical
muss_6.mid,muss;mussorgsky;piano;6;test;classical
muss_5_format0.mid,5;format0;muss;mussorgsky;piano;test;classical
muss_5.mid,5;muss;mussorgsky;piano;test;classical
muss_2.mid,muss;mussorgsky;piano;2;test;classical
muss_1_format0.mid,format0;muss;mussorgsky;piano;1;test;classical
muss_3_format0.mid,3;format0;muss;mussorgsky;piano;test;classical
muss_7_format0.mid,7;format0;muss;mussorgsky;piano;test;classical
muss_8_format0.mid,format0;muss;mussorgsky;piano;8;test;classical
muss_3.mid,3;muss;mussorgsky;piano;test;classical
muss_7.mid,7;muss;mussorgsky;piano;test;classical
muss_1.mid,muss;mussorgsky;piano;1;test;classical
schumm-3_format0.mid,3;format0;schumm;piano;schubert;test;classical
schub_d760_2.mid,d760;piano;2;schubert;schub;test;classical
schuim-2.mid,piano;schuim;2;schubert;test;classical
schuim-4_format0.mid,format0;4;piano;schuim;schubert;test;classical
schubert_D935_4.mid,d935;piano;4;schubert;test;classical
schub_d960_2.mid,piano;2;schubert;schub;d960;test;classical
schubert_D850_3.mid,3;piano;schubert;d850;test;classical
schubert_D850_2_format0.mid,format0;piano;2;schubert;d850;test;classical
schubert_D935_2.mid,d935;piano;2;schubert;test;classical
schubert_D850_1_format0.mid,format0;piano;schubert;1;d850;test;classical
schubert_D850_4.mid,piano;4;schubert;d850;test;classical
schuim-3_format0.mid,3;format0;piano;schuim;schubert;test;classical
schubert_D935_1_format0.mid,d935;format0;piano;schubert;1;test;classical
schub_d760_2_format0.mid,format0;d760;piano;2;schubert;schub;test;classical
schumm-4_format0.mid,format0;schumm;piano;4;schubert;test;classical
schub_d760_3_format0.mid,3;format0;d760;piano;schubert;schub;test;classical
schub_d960_4_format0.mid,format0;piano;4;schubert;schub;d960;test;classical
schub_d960_3_format0.mid,3;format0;piano;schubert;schub;d960;test;classical
schu_143_2.mid,143;piano;2;schubert;schu;test;classical
schumm-1.mid,schumm;piano;schubert;1;test;classical
schub_d960_2_format0.mid,format0;piano;2;schubert;schub;d960;test;classical
schumm-3.mid,3;schumm;piano;schubert;test;classical
schub_d760_4_format0.mid,format0;d760;piano;4;schubert;schub;test;classical
schub_d960_3.mid,3;piano;schubert;schub;d960;test;classical
schubert_D850_3_format0.mid,3;format0;piano;schubert;d850;test;classical
schub_d960_4.mid,piano;4;schubert;schub;d960;test;classical
schubert_D850_4_format0.mid,format0;piano;4;schubert;d850;test;classical
schub_d760_4.mid,d760;piano;4;schubert;schub;test;classical
schub_d960_1.mid,piano;schubert;schub;1;d960;test;classical
schumm-6.mid,schumm;piano;schubert;6;test;classical
schubert_D850_2.mid,piano;2;schubert;d850;test;classical
schumm-2_format0.mid,format0;schumm;piano;2;schubert;test;classical
schumm-5.mid,5;schumm;piano;schubert;test;classical
schumm-2.mid,schumm;piano;2;schubert;test;classical
schubert_D935_4_format0.mid,d935;format0;piano;4;schubert;test;classical
schumm-4.mid,schumm;piano;4;schubert;test;classical
schubert_D935_2_format0.mid,d935;format0;piano;2;schubert;test;classical
schub_d760_1_format0.mid,format0;d760;piano;schubert;schub;1;test;classical
schumm-1_format0.mid,format0;schumm;piano;schubert;1;test;classical
schubert_D935_3_format0.mid,d935;3;format0;piano;schubert;test;classical
schub_d960_1_format0.mid,format0;piano;schubert;schub;1;d960;test;classical
liz_et1.mid,piano;et1;liz;test;classical;liszt
liz_et6_format0.mid,format0;et6;piano;liz;test;classical;liszt
liz_et_trans8_format0.mid,format0;trans8;piano;et;liz;test;classical;liszt
liz_rhap09.mid,piano;liz;rhap09;test;classical;liszt
liz_et_trans4_format0.mid,format0;trans4;piano;et;liz;test;classical;liszt
liz_et4_format0.mid,format0;piano;liz;test;classical;et4;liszt
liz_et_trans5.mid,trans5;piano;et;liz;test;classical;liszt
liz_et5.mid,et5;piano;liz;test;classical;liszt
liz_rhap09_format0.mid,format0;piano;liz;rhap09;test;classical;liszt
liz_liebestraum.mid,liebestraum;piano;liz;test;classical;liszt
liz_rhap10.mid,piano;rhap10;liz;test;classical;liszt
liz_donjuan_format0.mid,format0;donjuan;piano;liz;test;classical;liszt
liz_et1_format0.mid,format0;piano;et1;liz;test;classical;liszt
liz_rhap02.mid,piano;liz;test;classical;rhap02;liszt
liz_rhap15_format0.mid,format0;piano;rhap15;liz;test;classical;liszt
liz_et6.mid,et6;piano;liz;test;classical;liszt
liz_rhap12_format0.mid,format0;piano;rhap12;liz;test;classical;liszt
liz_et2_format0.mid,et2;format0;piano;liz;test;classical;liszt
liz_et_trans5_format0.mid,trans5;format0;piano;et;liz;test;classical;liszt
liz_liebestraum_format0.mid,format0;liebestraum;piano;liz;test;classical;liszt
liz_rhap02_format0.mid,format0;piano;liz;test;classical;rhap02;liszt
liz_et4.mid,piano;liz;test;classical;et4;liszt
liz_et_trans8.mid,trans8;piano;et;liz;test;classical;liszt
liz_rhap10_format0.mid,format0;piano;rhap10;liz;test;classical;liszt
liz_et5_format0.mid,format0;et5;piano;liz;test;classical;liszt
liz_et_trans4.mid,trans4;piano;et;liz;test;classical;liszt
liz_et3.mid,piano;et3;liz;test;classical;liszt
liz_et3_format0.mid,format0;piano;et3;liz;test;classical;liszt
liz_et2.mid,et2;piano;liz;test;classical;liszt
chpn-p12_format0.mid,p12;format0;chpn;piano;chopin;test;classical
chpn_op25_e4_format0.mid,format0;chpn;op25;piano;e4;chopin;test;classical
chpn-p13.mid,p13;chpn;piano;chopin;test;classical
chpn-p24_format0.mid,format0;chpn;piano;chopin;p24;test;classical
chpn_op25_e3_format0.mid,e3;format0;chpn;op25;piano;chopin;test;classical
chpn-p22.mid,p22;chpn;piano;chopin;test;classical
chp_op31.mid,piano;op31;chopin;chp;test;classical
chpn_op10_e12_format0.mid,format0;e12;op10;chpn;piano;chopin;test;classical
chpn-p21_format0.mid,format0;chpn;piano;chopin;p21;test;classical
chpn-p1_format0.mid,p1;format0;chpn;piano;chopin;test;classical
chpn_op35_4.mid,op35;chpn;piano;4;chopin;test;classical
chpn_op25_e1.mid,chpn;op25;piano;chopin;e1;test;classical
chpn_op10_e01.mid,op10;chpn;piano;chopin;test;classical;e01
chpn-p18.mid,chpn;piano;p18;chopin;test;classical
chpn_op33_2.mid,chpn;piano;chopin;2;op33;test;classical
chpn-p6_format0.mid,format0;p6;chpn;piano;chopin;test;classical
chpn-p14.mid,chpn;piano;chopin;p14;test;classical
chpn_op35_1.mid,op35;chpn;piano;chopin;1;test;classical
chpn-p3.mid,chpn;piano;chopin;p3;test;classical
chpn-p22_format0.mid,format0;p22;chpn;piano;chopin;test;classical
chpn-p2_format0.mid,format0;chpn;p2;piano;chopin;test;classical
chpn_op25_e11_format0.mid,format0;chpn;op25;piano;chopin;e11;test;classical
chpn-p6.mid,p6;chpn;piano;chopin;test;classical
chpn-p23.mid,chpn;piano;chopin;test;classical;p23
chpn-p10_format0.mid,p10;format0;chpn;piano;chopin;test;classical
chpn-p7.mid,p7;chpn;piano;chopin;test;classical
chpn-p11_format0.mid,format0;chpn;piano;chopin;p11;test;classical
chpn_op35_1_format0.mid,op35;format0;chpn;piano;chopin;1;test;classical
chpn_op27_1_format0.mid,format0;chpn;piano;chopin;1;test;classical;op27
chp_op18_format0.mid,op18;format0;piano;chopin;chp;test;classical
chpn_op66_format0.mid,format0;op66;chpn;piano;chopin;test;classical
chpn_op25_e12_format0.mid,format0;e12;chpn;op25;piano;chopin;test;classical
chpn-p19.mid,chpn;piano;chopin;p19;test;classical
chpn_op10_e05.mid,op10;chpn;piano;e05;chopin;test;classical
chpn-p24.mid,chpn;piano;chopin;p24;test;classical
chpn-p20_format0.mid,format0;chpn;piano;chopin;p20;test;classical
chpn_op33_2_format0.mid,format0;chpn;piano;chopin;2;op33;test;classical
chpn-p17_format0.mid,p17;format0;chpn;piano;chopin;test;classical
chpn_op25_e11.mid,chpn;op25;piano;chopin;e11;test;classical
chpn_op23_format0.mid,format0;chpn;piano;chopin;test;classical;op23
chpn-p15.mid,chpn;p15;piano;chopin;test;classical
chpn-p16_format0.mid,p16;format0;chpn;piano;chopin;test;classical
chpn-p12.mid,p12;chpn;piano;chopin;test;classical
chpn-p14_format0.mid,format0;chpn;piano;chopin;p14;test;classical
chpn-p10.mid,p10;chpn;piano;chopin;test;classical
chpn_op25_e1_format0.mid,format0;chpn;op25;piano;chopin;e1;test;classical
chpn_op25_e2_format0.mid,format0;chpn;op25;piano;chopin;e2;test;classical
chpn_op66.mid,op66;chpn;piano;chopin;test;classical
chpn-p9.mid,p9;chpn;piano;chopin;test;classical
chpn_op35_3.mid,3;op35;chpn;piano;chopin;test;classical
chpn-p16.mid,p16;chpn;piano;chopin;test;classical
chpn-p21.mid,chpn;piano;chopin;p21;test;classical
chpn-p19_format0.mid,format0;chpn;piano;chopin;p19;test;classical
chpn-p8.mid,chpn;piano;chopin;test;classical;p8
chpn-p5_format0.mid,format0;chpn;piano;chopin;p5;test;classical
chpn_op10_e05_format0.mid,format0;op10;chpn;piano;e05;chopin;test;classical
chpn-p20.mid,chpn;piano;chopin;p20;test;classical
chpn_op27_2.mid,chpn;piano;chopin;2;test;classical;op27
chpn_op7_2_format0.mid,op7;format0;chpn;piano;chopin;2;test;classical
chpn-p2.mid,chpn;p2;piano;chopin;test;classical
chpn-p17.mid,p17;chpn;piano;chopin;test;classical
chpn-p9_format0.mid,p9;format0;chpn;piano;chopin;test;classical
chpn_op33_4.mid,chpn;piano;4;chopin;op33;test;classical
chpn_op25_e3.mid,e3;chpn;op25;piano;chopin;test;classical
chpn-p4.mid,chpn;piano;p4;chopin;test;classical
chpn-p3_format0.mid,format0;chpn;piano;chopin;p3;test;classical
chpn_op7_2.mid,op7;chpn;piano;chopin;2;test;classical
chpn_op25_e4.mid,chpn;op25;piano;e4;chopin;test;classical
chpn_op10_e01_format0.mid,format0;op10;chpn;piano;chopin;test;classical;e01
chpn_op7_1.mid,op7;chpn;piano;chopin;1;test;classical
chpn-p7_format0.mid,p7;format0;chpn;piano;chopin;test;classical
chpn-p11.mid,chpn;piano;chopin;p11;test;classical
chpn-p15_format0.mid,format0;chpn;p15;piano;chopin;test;classical
chpn_op35_3_format0.mid,3;op35;format0;chpn;piano;chopin;test;classical
chpn-p4_format0.mid,format0;chpn;piano;p4;chopin;test;classical
chp_op31_format0.mid,format0;piano;op31;chopin;chp;test;classical
chpn_op35_2_format0.mid,op35;format0;chpn;piano;chopin;2;test;classical
chpn_op27_1.mid,chpn;piano;chopin;1;test;classical;op27
chpn-p23_format0.mid,format0;chpn;piano;chopin;test;classical;p23
chpn_op10_e12.mid,e12;op10;chpn;piano;chopin;test;classical
chpn_op7_1_format0.mid,op7;format0;chpn;piano;chopin;1;test;classical
chpn_op35_4_format0.mid,op35;format0;chpn;piano;4;chopin;test;classical
chpn_op25_e2.mid,chpn;op25;piano;chopin;e2;test;classical
chpn-p18_format0.mid,format0;chpn;piano;p18;chopin;test;classical
chpn_op33_4_format0.mid,format0;chpn;piano;4;chopin;op33;test;classical
chpn_op27_2_format0.mid,format0;chpn;piano;chopin;2;test;classical;op27
chpn-p13_format0.mid,format0;p13;chpn;piano;chopin;test;classical
chpn_op53_format0.mid,format0;chpn;piano;chopin;op53;test;classical
chpn-p1.mid,p1;chpn;piano;chopin;test;classical
chpn-p8_format0.mid,format0;chpn;piano;chopin;test;classical;p8
chpn-p5.mid,chpn;piano;chopin;p5;test;classical
god_alb_esp2_format0.mid,god;format0;godowsky;alb;piano;test;classical;esp2
god_chpn_op10_e01.mid,god;godowsky;op10;chpn;piano;test;classical;e01
god_chpn_op10_e01_format0.mid,god;format0;godowsky;op10;chpn;piano;test;classical;e01
god_alb_esp2.mid,god;godowsky;alb;piano;test;classical;esp2
grieg_halling_format0.mid,format0;grieg;piano;halling;test;classical
grieg_march.mid,march;grieg;piano;test;classical
grieg_wedding_format0.mid,format0;grieg;piano;wedding;test;classical
grieg_voeglein_format0.mid,format0;grieg;piano;classical;test;voeglein
grieg_walzer_format0.mid,format0;grieg;piano;walzer;test;classical
grieg_wedding.mid,grieg;piano;wedding;test;classical
grieg_butterfly_format0.mid,butterfly;format0;grieg;piano;test;classical
grieg_wanderer_format0.mid,format0;wanderer;grieg;piano;test;classical
grieg_walzer.mid,grieg;piano;walzer;test;classical
grieg_butterfly.mid,butterfly;grieg;piano;test;classical
grieg_elfentanz.mid,grieg;piano;elfentanz;test;classical
grieg_brooklet_format0.mid,format0;grieg;piano;brooklet;test;classical
grieg_halling.mid,grieg;piano;halling;test;classical
grieg_zwerge.mid,zwerge;grieg;piano;test;classical
grieg_once_upon_a_time_format0.mid,format0;upon;grieg;piano;a;time;once;test;classical
